1000000 	 0.00 	 0.01 
2000000 	 0.01 	 0.01 
3000000 	 0.01 	 0.01 
4000000 	 0.02 	 0.01 
5000000 	 0.02 	 0.02 
6000000 	 0.02 	 0.02 
7000000 	 0.04 	 0.02 
8000000 	 0.03 	 0.03 
9000000 	 0.05 	 0.03 
10000000 	 0.06 	 0.03 
11000000 	 0.05 	 0.04 
12000000 	 0.05 	 0.04 
13000000 	 0.05 	 0.04 
14000000 	 0.06 	 0.05 
15000000 	 0.09 	 0.05 
16000000 	 0.10 	 0.06 
17000000 	 0.07 	 0.06 
18000000 	 0.07 	 0.06 
19000000 	 0.08 	 0.07 
20000000 	 0.08 	 0.07 
21000000 	 0.09 	 0.07 
22000000 	 0.09 	 0.08 
23000000 	 0.14 	 0.07 
24000000 	 0.10 	 0.08 
25000000 	 0.15 	 0.08 
26000000 	 0.11 	 0.09 
27000000 	 0.16 	 0.09 
28000000 	 0.13 	 0.09 
29000000 	 0.12 	 0.09 
30000000 	 0.12 	 0.10 
31000000 	 0.19 	 0.15 
32000000 	 0.13 	 0.10 
33000000 	 0.13 	 0.11 
34000000 	 0.20 	 0.12 
35000000 	 0.14 	 0.13 
36000000 	 0.22 	 0.12 
37000000 	 0.16 	 0.12 
38000000 	 0.16 	 0.12 
39000000 	 0.23 	 0.13 
40000000 	 0.16 	 0.13 
41000000 	 0.25 	 0.14 
42000000 	 0.17 	 0.15 
43000000 	 0.26 	 0.14 
44000000 	 0.26 	 0.16 
45000000 	 0.18 	 0.14 
46000000 	 0.28 	 0.15 
47000000 	 0.19 	 0.16 
48000000 	 0.20 	 0.16 
49000000 	 0.29 	 0.18 
50000000 	 0.20 	 0.16 
51000000 	 0.21 	 0.17 
52000000 	 0.21 	 0.17 
53000000 	 0.22 	 0.17 
54000000 	 0.32 	 0.18 
55000000 	 0.33 	 0.19 
56000000 	 0.23 	 0.18 
57000000 	 0.34 	 0.19 
58000000 	 0.24 	 0.19 
59000000 	 0.24 	 0.19 
60000000 	 0.36 	 0.19 
61000000 	 0.25 	 0.22 
62000000 	 0.37 	 0.20 
63000000 	 0.26 	 0.22 
64000000 	 0.38 	 0.21 
65000000 	 0.39 	 0.21 
66000000 	 0.27 	 0.22 
67000000 	 0.40 	 0.22 
68000000 	 0.41 	 0.22 
69000000 	 0.41 	 0.23 
70000000 	 0.42 	 0.22 
71000000 	 0.29 	 0.23 
72000000 	 0.43 	 0.24 
73000000 	 0.44 	 0.24 
74000000 	 0.30 	 0.24 
75000000 	 0.31 	 0.24 
76000000 	 0.31 	 0.25 
77000000 	 0.31 	 0.25 
78000000 	 0.47 	 0.25 
79000000 	 0.47 	 0.26 
80000000 	 0.48 	 0.26 
81000000 	 0.49 	 0.26 
82000000 	 0.33 	 0.26 
83000000 	 0.34 	 0.27 
84000000 	 0.50 	 0.27 
85000000 	 0.35 	 0.28 
86000000 	 0.35 	 0.28 
87000000 	 0.52 	 0.28 
88000000 	 0.36 	 0.29 
89000000 	 0.36 	 0.29 
90000000 	 0.54 	 0.29 
91000000 	 0.37 	 0.30 
92000000 	 0.38 	 0.29 
93000000 	 0.38 	 0.30 
94000000 	 0.56 	 0.30 
95000000 	 0.57 	 0.30 
96000000 	 0.58 	 0.32 
97000000 	 0.58 	 0.31 
98000000 	 0.40 	 0.31 
99000000 	 0.59 	 0.32 
100000000 	 0.41 	 0.32 
