2	16.104431	7.768113	true
4	12.502713	4.035103	true
8	13.036887	3.100382	true
16	12.683788	3.922520	true

2	12.937931	7.588769	true
4	12.825035	4.175812	true
8	12.768491	3.061012	true
16	13.360629	3.912745	true

2	13.021542	7.798488	true
4	12.885248	4.977482	true
8	13.109159	3.138313	true
16	13.155484	4.148493	true

2	12.632151	7.851508	true
4	12.783572	4.349144	true
8	13.727108	3.112323	true
16	13.249105	4.674337	true

2	12.986245	7.797229	true
4	12.977531	4.723690	true
8	13.206988	3.081614	true
16	12.929872	3.881814	true

2	13.085592	7.291046	true
4	13.851737	4.503168	true
8	13.023164	3.120583	true
16	12.838718	4.094567	true

2	13.014487	8.278411	true
4	13.496122	4.049561	true
8	12.846669	3.123353	true
16	12.710071	4.172416	true

2	13.996474	8.046613	true
4	12.754435	4.473167	true
8	12.652648	3.158965	true
16	13.013889	4.162664	true

2	13.009227	8.355503	true
4	12.839053	3.932623	true
8	13.121240	3.101953	true
16	13.753349	3.959055	true

2	13.532070	8.082958	true
4	12.699777	4.733362	true
8	12.600376	3.250797	true
16	12.945606	4.117350	true

2	12.827461	7.972533	true
4	12.994192	4.474539	true
8	13.907532	3.121023	true
16	13.293976	3.997164	true

2	13.478778	7.420597	true
4	12.712919	4.672015	true
8	12.898680	3.115409	true
16	12.948065	4.175373	true

2	13.143818	8.010687	true
4	13.809697	4.291232	true
8	13.268559	3.101738	true
16	13.261885	3.978216	true

2	12.909949	8.151989	true
4	12.748069	4.668302	true
8	12.848917	3.158604	true
16	12.592469	3.865941	true

2	13.846716	7.978354	true
4	12.971973	4.512587	true
8	13.120510	3.167879	true
16	12.620505	3.894886	true

2	12.763488	8.202758	true
4	13.252937	4.517219	true
8	12.680143	3.121151	true
16	13.737682	3.905462	true

2	13.203467	7.871464	true
4	12.981576	4.345174	true
8	12.768612	3.218370	true
16	12.887183	3.935331	true

2	13.050414	8.095036	true
4	13.143931	4.606853	true
8	13.822517	3.136470	true
16	13.431614	3.758859	true

2	12.872813	7.418578	true
4	12.787879	4.723209	true
8	12.770158	3.147217	true
16	12.842258	4.128350	true

2	12.872016	7.450501	true
4	13.465759	4.461162	true
8	13.163145	3.203645	true
16	13.063533	3.884835	true

2	12.867615	8.589228	true
